domain,label
nicolas-aubineau.com,0
seriallonline.ru,0
dmyyoibkmo.com,1
bcclodcdnbcfbcfb.online,1
pixcove.com,0
wikiprofiles.in,0
bucetagostosa.com,0
siuk-iran.com,0
hugxifoc.ru,1
ezujian.com,0
malliaris.gr,0
economiesetcie.com,0
xkdjicftgojvqr.com,1
wyzws.com,0
gas-shop.ru,0
tdtdsfebcdox.xyz,1
qctlvropcvnfcfi.biz,1
qdrbbxayolnswak.net,1
fnrrixuuxcpq.com,1
agwnmyt.mooo.com,1
dftsxwnypw.com,1
pdyilvfm.net,1
freewar.de,0
chwt12kv1ry8c8c.ddns.net,1
fdcbenckdncnbddd.com,1
efuovbpnt.lu,1
lygyxor.com,1
pixability.com,0
dreamdepot.co.kr,0
trackpacking.com,0
bkcjdwkftapgyl.info,1
pharmacygeoff.md,0
pverbuminetnveniarum.com,1
twnhoxjafq.com,1
kpgrttuldobhrtaxe.net,1
airbrushshop.com.au,0
fbuianfp.co.nz,1
cheapmarkt.com,0
epguemhpy.at,1
anabihkr3x5tol1dily8gtw.ddns.net,1
chromeexperiments.com,0
ebookcompanion.net,0
tomp3youtube.com,0
mycashplus.co.uk,0
oluperoqecwaa.ddns.net,1
vydnttgqvj.com,1
classicheartland.com,0
wxm5t5q85m7i125c42.cn,1
indianakhbar.com,0
mdfbfolandmmccec.website,1
ps9.com.br,0
labporn.com,0
anonyme-alkoholiker.de,0
penitenspossintitsurface.com,1
clearspringsbiblechurch.org,0
fourmizzz.fr,0
mmtzhhzs8q4s3od5cm.com,1
gamphony.blogspot.com,0
saxmeuix.cc,1
redimereabsolutionemet.com,1
year-maintain.com,1
lvhqmpojvdufbtdl.eu,1
alexfine.ru,0
ddqukuwdvyqppvlj.eu,1
uszovk.net,1
kharkovestate.com,0
guefgwiugkeq.net,1
hostdoze.com,0
nmnxadxdnf.com,1
sutranetworks.com,0
sachsen.de,0
roemisch-germanisches-museum.de,0
tradevk.com,0
qajadwfb.com,1
thosebeside.net,1
gmyikyooiuqmiiic.org,1
jvpvmjjkzrrqlvnv.biz,1
jlpzeyctvt.com,1
ditawnihedl.com,1
catholictimes.org,0
uxthhdxilsycvki.info,1
consumersinternational.org,0
txmibdxfblgjyfmhi.me,1
wbsec.gov.in,0
nimb.dk,0
gaporderavoidbikedetailair.com,1
kjtagufqbex.org,1
vithikad2.blogspot.com,0
fauejjyuui.com,1
idrhuvdtqf.com,1
tohoanimationstore.com,0
vk-m.ru,0
uwnahuslut.com,1
ariderimdusoe.ddns.net,1
guialocal.com.ar,0
frieda-online.de,0
eshholdings.sharepoint.com,0
gtwzlr.li,1
g-cores.com,0
gvpbucwbx.tj,1
womensavingscanada.com,0
goglass.ca,0
nbxtdnnslenvfoeb.eu,1
osuhgatle.com,1
n60lwpthtpzjua37l18j46hyiuj56i35dwh24p52.ru,1
annaabi.ee,0
bankringadmirelipintendcrew.com,1
instruction-towel.com,1
gmououkq4u02.org,1
oaflnedfamdadbca.com,1
nxdsguhud30lvltauivjzf52aybscsaxny.com,1
itbuentageonveu.ddns.net,1
stitcheryprojects.com,0
disidentes.net,0
fztyma.com.ar,1
gsrbgwecdgjidgdc.eu,1
manmissaccountcontainescape.com,1
pdmagazine.jp,0
banksinarmas.com,0
newmello.com,0
swanlake.co.jp,0
mnkvaueodskoickzgavz.com,1
meters-to-feet.appspot.com,0
scorbot.com,0
sizeexpectconsiderrentpark.com,1
studyzoneprovestagedesire.com,1
elenasauret.blogspot.com,0
elektrica.info,0
noroopaint.com,0
thoughttradereplyspecify.com,1
doadipdtvsukwquyb.su,1
sqsluqixalzomq.biz,1
byqk.pe,1
ygmwew.com.co,1
xxx-sharing.net,0
wearefootball22.blogspot.co.id,0
airportstaxitransfers.com,0
qv5f7tcrmvqtafe.ddns.net,1
heuwgmppmwanejhdn.la,1
blackjackpersonalvaporizer.com,0
xfmltsomijbiu.com,1
trading-interaction.yt,1
drlrozgrg13g63jwhsbsa37b38p52brg13mxov.com,1
allied-gaming.com,0
forum-onkologiczne.com.pl,0
pxfuknixmmdw.us,1
bgnypscddlbb.me.uk,1
pestaneagr.blogspot.gr,0
duapah.com,0
pauinimicoeassrediplease.com,1
prosidet2.blogspot.de,0
pxidwooxkjwf.com,1
wjvfgmhlimdihcju.jp,1
pickture.com,0
hizlisaat.com.tr,0
dcdfdabfkacdefad.cc,1
jupreora.ru,1
q87j3nuoz4m7jaf733.biz,1
fixmyambulance.com,0
pornoverdose.com,0
hawoquw.info,1
geoilandgas.com,0
dostupsreda.ru,0
vertagear.com,0
insight-out.com,0
cldckaabnnofdkdb.co.uk,1
gnpvtsxwfedm.biz,1
kassiroff.ru,0
moriturissuefficaces.com,1
hongdengshequ.com,0
minnakenko.jp,0
labexchange.com,0
ekdelnukhmoqekgn.eu,1
tennessee-towns.com,0
gameforest.in.th,0
gpctgftmd.com,1
ofc21tobi0kfklepgpw6qve.ddns.net,1
tunakaq.info,1
doteoqaf.ru,1
sh5hydmvq6khc2w2a65f3p5.ddns.net,1
kefalid.info,1
yurunew.com,0
xn--80aaiflkn.su,0
kphsjufqbex.org,1
maximoebel.de,0
biotaxa.org,0
phraseloanreportsetgrabadd.com,1
qufacitfalse.com,1
nancyfamosa.es,0
stfapqqlrapt.biz,1
ntfpqyvbdqgywg.net,1
sobeldades.com.br,0
qycfvfephpli.com,1
outletsheet.com,0
dhjpohmhjupxkdob.eu,1
helpz.eu,0
aaoisocykyueukaq.org,1
uykjlsyagxq.com,1
alamffnccloafdbk.com,1
norvelluniversity.com,0
hfoqvedxjiayxpcqssu.com,1
taibah-elibrary.com,0
gkyuoaiq.biz,1
jbqdjttkzwvhtncsymw.com,1
gqcisumyqmqqyycg.org,1
qoqoj.com,0
familyfunfish.com,0
7lobfk7cflmcrf465c.cn,1
jektis.com,0
kaiakater.com,0
tufakiva.info,1
grindsworld.com,0
ayrrjjylr.com,1
ernxvac2ldtehjtltq.cn,1
pfaozzva.com,1
clinicaela.com.br,0
geomore.com,0
fawryabukabir.blogspot.com.eg,0
34densduvoxa.net,1
vonokam.info,1
30excf7tcpwf763.ddns.net,1
oefcakqedj.com,1
krasnoeozero.ru,0
essechristiusquephonevi.com,1
freshcalendars.com,0
yiyurumen.com,0
allianzworldwidepartners.com.au,0
ucorel.com,0
nakajo.co.jp,0
garedda.com,1
dermline.ru,0
go2tu.com,0
vmtgcxpydsriifbq.eu,1
jlkcfyqhktd.tv,1
charlizesource.tumblr.com,0
samiwnehi.com,1
jpttdiltpyki.net,1
megaporn.com,0
eqacmemop.ddns.net,1
evhviumtpyqv.org,1
occasioneveniarumomnibus.com,1
nightmovie.com,0
ecrevfjyfhdfyefokl.com,1
vaawloekakocemf.ddns.net,1
loading.bar,0
bmghgl.hk,1
kycmwawegm46.top,1
dekurk.nl,0
gxnkkxvjdwmmomvji.su,1
ishifts.com,0
knqrfnjgmrfxr.com,1
night-freddys.ru,0
studyappreciatemirrordeal.com,1
motherloadneedvarybonesteal.com,1
ivvbahawwf.com,1
moriukeffasaaha.ddns.net,1
thyssenkrupp-industrial-solutions.com,0
freeismylife.com,0
yrfdtvcuhoymmacgan.com,1
sesorah.com,0
perenosslov.ru,0
cg3dmodels.com,0
usbmsyeoya.net,1
dkbkbfbddddmebom.online,1
energoservic.com,0
epompa.pl,0
cxssnceeuulvauw.com,1
devbbtcqbagl.com,1
filmy-online-zalukaj-cda.pl,0
lwcyod.net,1
pnl.info,0
difficultnothing.net,1
yetsqsdsholapet.org,1
somostodoseducadores.com.br,0
qdoja67rsx3nuxm0qdg.ddns.net,1
cfkvptysiokuhird.eu,1
p-ken.jp,0
communities-dominate.blogs.com,0
teenpornvideo.me,0
jobdyldcxbaqyopfiu.com,1
digischools.ir,0
btk-fh.de,0
klassreferat.ru,0
i0u428ywqs6k.net,1
wan-world.info,0
aazperfumes.com.br,0
flashbackmagazin.de,0
xp3rpbtgxou5jmn4hx.com,1
ledcbcembdfemaac.eu,1
legalnomads.com,0
kazantip.com,0
ug3jsb28uyuqxwgfqt.com,1
osijek031.com,0
iasa-web.org,0
molino-blanco.com,0
sanroman.com,0
viveresenigallia.it,0
plushmir.ru,0
utrqqyrnvjys.com,1
jclmwrdwrimlmm.biz,1
livingcelebratefanreward.com,1
eurostargym.com,0
proremicertissimieqnec.com,1
frikster.com,0
kkafwgtpxivchkt.co.uk,1
epc6m0w2aji0e0y.ddns.net,1
ofddmemoddfabfkd.com,1
cysanmh.ro,1
oggeayeoya.net,1
akocordepthbkbmyt.tw,1
township-dependence.ki,1
kompetenznetz-schizophrenie.info,0
glitreenergi-nett.no,0
meriwetherstrudwick.net,1
maitrifitness.com,0
prettysimplemusic.com,0
simplyspeakers.com,0
chateen.com,0
fmval.com.mt,1
qgakaswkiukqkycu.org,1
zwpvyqskszhxswr.info,1
flierfriend.net,1
acfabcbdbmdkdafo.com,1
papamultidixit.com,1
miwtozdpve.com,1
hdvine.ru,0
avpantpunto.com,1
italiansubs.net,0
groupfirst.net,1
imcpmqqotyy.com,1
gazo-news-antenna.com,0
zznews.cn,0
cukio6gqg2wi.top,1
lxncnsfox.org,1
shdjt.com,0
projectdrygatherbodydisappointed.com,1
diarilaveu.com,0
cuttingedgeservices.co.uk,0
statimdevotam.com,1
unwahas.com,1
alexandrinaatterberry.net,1
pujotiqunif.eu,1
acamasvideo.com,0
dfagpxrhhgypuynzi.com,1
wadainoitem.com,0
permanentpees.com,1
prosight.sk,0
entretele.com,0
madamefigaro.gr,0
xlzahikcak.com,1
crazynoodlescafe.com,0
semaedi.com.br,0
realbooks.pl,0
ahoiewlagn.com,1
maxxspy.com,0
qhkaywwxklghjjrp.eu,1
daddyslilfuckslut.tumblr.com,0
ggdgnow.com,0
usgquicgeowqaawi.org,1
dgtluzyrhbthnpgv.com,1
mdoqihhgij.com,1
nafkokxe.ru,1
cgplusplus.com,0
bmhwwvjvbeir.com,1
bubt.ac.bd,0
qulpay.me,0
nusoft.co.id,0
mkktpaejmodedhcuk.com,1
palabrascon.com,0
henimlar.com,1
youngsfoodservice.co.uk,0
kefadyn.info,1
southpast.net,1
zorbor.com,0
breadgoodbye.net,1
prochepetsk.ru,0
tesy.com,0
openingdelayboatorderwish.com,1
wloeser.com,0
gadyfoz.com,1
vqndmjfcpwqocaf.info,1
quadrealres.com,0
jojolovers.com.ng,0
gqjyacuiwcymao.net,1
5pwvarel165pg6sn1lk.ddns.net,1
onlinesoccermanager.com,0
jkrwekhbhvdhig.info,1
webinterpret.com,0
afmcp-uk.org,0
altyaziburada.com,0
3utls6pjnk1s1dsmh8.biz,1
francetvpro.fr,0
azgvu.ht,1
playmillionspins.com,0
12voltusa.3dcartstores.com,0
woculsema.com,1
pmkyhb.com,1
echogear.com,0
javandi.com,0
kaoq82suwmkq.net,1
shihuizhu.com,0
hfenqknfb.tv,1
teenslutsplash.com,0
ixs-motorradbekleidung.de,0
villapoz.ru,1
theboweryhotel.com,0
ij1rib36ork6wtc87bmdsxo.ddns.net,1
gq02824m8a0u.top,1
machinanturpropter.com,1
fixyourdlp.com,0
einedeutscheweise.wordpress.com,0
udmhaxobct.yi.org,1
licerevispecicerte.com,1
computersbooks.net,0
ogciuuosceioiows.org,1
vfsglobalonline.com,0
youthforseva.org,0
5cp8gar2ud776wyjfy.biz,1
ftbucket.info,0
afvv.com.jm,1
pixibeauty.com,0
oldtimeraustralia.com,0
z8xylsm3ebfkbe7lcb.biz,1
i2k8gl3ret5rcr3.ddns.net,1
bg-group.com,0
boatus.org,0
evideo.si,0
qpkvdxelhrlhkwhl.jp,1
globalfreedommovement.org,0
icco.org,0
djigfe.mooo.com,1
fyyqqdrihseaeixy.eu,1
mamitumyvig.eu,1
gde.by,0
slrgoruwyugkntxd.eu,1
wjilrilcim.ru,1
cookinghawaiianstyle.com,0
qhihrsppvtt1cdp68l.ru,1
ma-niche-en-slip.fr,0
christobelstrudwick.net,1
inclick.net,0
getnursingjobs.com,0
eordzy5j2ltxxvczpv.ru,1
sermanpro.com,0
mulherescomestilooficial.com.br,0
visited-potato.ps,1
mehangcuugiup.net,0
pdchealthcare.com,0
roulettesystem.pro,0
oqmluxyys.com,1
ara-usa.org,0
eacnzjqda.dyndns.org,1
universitymotorsltd.com,0
conversationdriver.com,0
sillc-asso.org,0
journeycountry.net,1
hellotw.com,0
axcdw0uxu6w4o8y85xy.ddns.net,1
eigkumkeiiuoykgk.org,1
kfajenhssdwbj.biz,1
gmjeetwwwjlo.com,1
myguoswaseiwauyi.org,1
0pij8pavwtq3.org,1
sideexperiencedsurroundcrash.com,1
topbestfreedownloads.com,0
koqdacud.ru,1
citikok.info,1
julyservices.com,0
comoescreverumaboaredacao.com,0
vama.biz,0
sucking-portable.cn,1
nieindia.org,0
symhjaiq.net,1
jodic-forum.org,0
ncuzpjtjcv.com,1
icdlist.com,0
fiap.com.br,0
castingnet.jp,0
uvbrvlbptdc.cc,1
tmelectronics.co.za,0
rkucpnkfargwclfafulfpnrlf.biz,1
sunbecomeordercommentdemand.com,1
maximuscraft.com,0
gadgette.com,0
rylohyv.info,1
soqkqcomakkmwgiw.org,1
htmllint.net,0
sdradio.es,0
prothomtricks.com,0
jepnlocab.com,1
vgwjbhmegtihcyjpfyavi.nu,1
uouoiiomkkmceasu.org,1
ogumdohge.com,1
qmbmbyqkltqfbbtxxc.com,1
blankettbanken.se,0
dagvbg2wnqhsf5kxby.com,1
rwtdikqvii.com,1
preferredmeasure.com,0
everydayliked.com,0
quasgraprorsusverborum.com,1
uqlqhyvcahuw.com,1
msm8916.com,0
postroika.biz,0
fjxiehe.com,0
rustyblogger.com,0
sochi-express.ru,0
zsqazyndypftsjwthkfj.com,1
byksenia.myshopify.com,0
cmslearns.org,0
nrai.com,0
html2pdfrocket.com,0
huwemdor.com,1
umamitsilaalr.ddns.net,1
blnfnclbkbdbdemc.com,1
soito.ru,0
bizearch.com,0
sts9.com,0
nuruldefeng.com,1
hltqjjfm.im,1
awitsurni.com,1
ucywjwiebxyvorxgco.com,1
fsfqatdxg63ptksexbqdrjqeqjxftmumy.com,1
gguv.dm,1
iigudiiugkeq.biz,1
withguide.net,1
hdiphonewallpapers.us,0
txlwdgx.info,1
rsuvpt.dynserv.com,1
shapironegotiations.com,0
faxesfromuncledale.com,0
4uweg28iguo6.net,1
young-dreams.com,0
firmware-all.com,0
moodicvzhw.com,1
negociichristianiomnibus.com,1
blogpublika.com,0
llyjqilwoxur.pw,1
lasangredelleonverde.com,0
yeah2.com,0
iktrbhwaonoyqlul.eu,1
orzeczenia.com.pl,0
hacyqaz.net,1
casinouk.online,0
cargarantie.info,0
qvcdgjuvw45doxa.ddns.net,1
xvctydfxovhxfjkotaii.xxx,1
contract-alert.com,0
5w2bgxbuuw6mzt44lp.biz,1
cewomsecg.com,1
tjdikerwbgmhwgccrqp.com,1
opad.com.cn,0
jobbole.com,0
showin-ouen.com,0
s2g.jp,0
sabiaslosocial.com,0
skleptytoniowy.pl,0
slqxjsnfojuhh.info,1
uajbexwcmhghm.in,1
kyyqqcicieeaeiac.org,1
thabyay.org,0
beritaterkinionline.com,0
caixapopular.com,0
i-on.net,0
fotaqyh.su,1
gkpylmwfbgrksin.org,1
edtgoxcpcmdekrjy.eu,1
long-mcquade.com,0
iknop.ru,0
jifpldgjrwvu.com,1
carampsonline.com,0
elohwemse.com,1
gbqrhzoipb.com,1
saolucas.net,0
greatistanbul.com,0
adultur.com,0
rjoaedu.com,1
purkle.com,0
drumsonsale.com,0
hhsales.com,0
theologicalcelcasuum.com,1
upsgkrhgobfsrila.eu,1
velmobile.com,0
postober.com,0
pointabout.net,1
talcualchajari.com.ar,0
su4taf8mdkgf7t2yzb.net,1
jacquettakingsley.net,1
ikmanlink.lk,0
yirkehvunnsjkkqi.com,1
howtoplaypiano.ca,0
biolan.fi,0
renault-automir.ru,0
estyma.pl,0
oracionesfamilia.com,0
oncloud.gr,0
truyentranhgay.com,0
cbu.edu.zm,0
gmhqxlfmvcxw.com,1
tcsdzz.com,0
vicoheaq.ru,1
gymgen.vn,0
egnaresdefi.com,1
ritchiewiki.com,0
kangnaiguanfang.tmall.com,0
adfdcaalcklbbfmf.com,1
affiliates365.com,0
ezyhd.com.au,0
clic-toppv.fr,0
naturasi.it,0
sxcbpyeijffibpyu.eu,1
viajescuscoperu.com,0
a777.site,0
sayangmp3.com,0
gloriousmelody.com,0
thesesome.net,1
markcashdecidevisitcommit.com,1
valleyvapour.co.za,0
stressballen.nl,0
hnywdakvhxvuoeuap.com,1
dessinemoileco.com,0
pro-biker.vn,0
framgang.net,0
uipwhxlkvvwg.biz,1
kcadocaakfbbbfff.online,1
progecad.us,0
nuressumaww.com,1
obuygustre.faith,0
jetypcogxnwmb.co.uk,1
adtnoqbmjgguxoww.eu,1
qgqacgikmsokmgsq.org,1
study-increased.gs,1
luckyloc.com,0
homafdid.ru,1
ruarbolit.ru,0
emciiwyioimymcgu.org,1
spraykilladdresspreferharm.com,1
funcook.com,0
astridandmiyu.com,0
blackmooncosmetics.com,0
bpnjqvispebyd.com,1
gatef.eu,1
jb-chocolat-marrakech.com,0
ecompanystore.com,0
ahuacoahikwal.ru,1
mathiasbynens.be,0
maiyango.com,0
oquwneexabatab.ddns.net,1
drelist.com,0
tractpast.lv,1
panaclub.com.br,0
apk-mod.net,0
halfpipe.io,0
designclaiminformdrinkpray.com,1
asg3hurt.com,0
uvaxluufeqcuxi.ddns.net,1
idealpik.com,0
eordaia.org,0
fyytaomqlkc.yi.org,1
7czklkp85qhtsytrcb.net,1
salseoweb.es,0
crb6.org.br,0
projects-raspberry.com,0
china-inv.cn,0
enkderhwqhiu.info,1
jfpmnkn.cc,1
fullfilmindir.gen.tr,0
glu.jp,0
vir-news.com,0
abiummi.com,0
humboldtschule-hg.de,0
blendwithspices.com,0
skaakrmgxwbhrdvu.eu,1
21facesinc.com,0
otbeipweda.ddns.net,1
amrathkurhaus.com,0
aalba.cat,0
axbabuivaxipudt.ddns.net,1
wit-fitness.com,0
cloudchartcrewmovelaughexist.com,1
fosohwoflor.com,1
lymnuqkfuqppylvpi.com,1
thatinvestigate.jp,1
montemaior.com,0
iddumiggo.com,1
mrslfeed.com,0
wasteskins.com,0
ddnbdeecjstaebnsp.su,1
uivstk.net,1
cbmfcfcaacmbecnd.com,1
csae.com,0
qivvrqr.nf,1
itdgwxyvsrqn.ru,1
8as20asew6ci.org,1
freemoneyleverage.com,0
ourbotanicals.com,0
sitelutions.com,0
aqxifkni.mu,1
tuningcardesign.cz,0
revista-triodos.com,0
sqyacajelhdhudle.eu,1
gmqoogosgmkossms.org,1
feebxggz.mooo.com,1
klimatika-spb.ru,0
qqjwsqnwmemjdhj.biz,1
tiivamelvewxrwmk.eu,1
oqpyt711fiwqg3kae3.cn,1
processlassopro.com,0
wear-gadget.ru,0
quodverborumthesauri.com,1
gn54ade6mhm4eni.ddns.net,1
qwkocnrmg.net,1
thepixelbeard.com,0
realitnikomora.cz,0
qeboheq.info,1
aemcgmgswisoamqs.org,1
hermanntribueretmachi.com,1
energystorageforum.com,0
xdwrxaryumrksf.com,1
peptideatlas.org,0
metropolis-koeln.de,0
ybhiodxwwmoymuv.com,1
4a0a8mkewuc6.org,1
preschoolmom.com,0
fcfemenddfabokbn.de,1
ohdexocuer.ddns.net,1
daroapartments.com,0
memories-in-time.net,0
renitdah.com,1
vvqmrxnlc.yi.org,1
accutracking.com,0
wqiynwruvp.biz,1
litportal.ru,0
fumxaqmx.com,1
mrallens.wikispaces.com,0
hewitlahw.com,1
softycomp.co.za,0
womensecret.com,0
agrestenoticia.com,0
propterminniesseilapud.com,1
marmadukeoutterridge.net,1
xcrgunwqkhpdhvrg.eu,1
imsu.edu.ng,0
oomfnwmmeplnoij.com,1
meik.jp,0
iloldytt.cc,0
gcdykiqaafrhanh.co,1
fit-health.ru,0
culligananoka.com,0
fzbuefbz.com.do,1
entaxy.io,0
get-notes.com,0
chancebearchargetowervacation.com,1
vscfnykbbbe4h2wx5y.com,1
5bba2n87tb67rr8831.ru,1
mbitson.com,0
akuntansi-id.com,0
secretscopying.com,1
dirhxjsuv.com,1
rnuossqkexsqqiz.info,1
kabuv.com,0
thebittenword.com,0
dezyfzmi.pl,1
cfireland.ie,0
edergamsec.com,1
ciwotsi.com,1
daycarewebwatch.com,0
beziehungs-weise.net,0
redhorseperformance.com,0
cheapstuff.com,0
338c.com,0
iamanniversaria.com,1
restr.net,0
artconfirmdraftlinkliftscratch.com,1
bestoryclub.com,0
set-and-forget.com,0
allfitnessblog.blogspot.com.es,0
crimea.com,0
kxtkjcvjtepmvvwn.info,1
8kbjc2rrdwl8aifk6v.com,1
unknowncomicbooks.com,0
sh55rj8wvh45k82gum.ru,1
aooalkdofdkeofbc.eu,1
radiofobia.com.br,0
gahyroz.com,1
ewsqkaiq.biz,1
xutohin.info,1
24m0ac2g6ges.net,1
hgnnzyw.ru,1
xkjtcdxrxpsyqfduitl.de,1
sg4ulf8oocv7bix1pq.cn,1
elcsfdz.lu,1
w-ogrodzie.com,0
fettlijyycee.net,1
rynucalagew.eu,1
pqgyp52kxjsb28dyexc29i45p32eriufrnvet.info,1
xoognpnlet.com,1
josephineblackbourne.net,1
rhcxclbchhuoxlchc.me,1
wrjnwjhb.yi.org,1
yqtoxfjwpfn.com,1
j66eynzesozbwfuf22hsa57g43n60fxcvetgv.com,1
7qmffjkmxtcv26rp8p.biz,1
aqch.tj,1
ussufiwwir.com,1
tgakiudztg.com,1
sokikom.com,0
umwbdcbulhzfvu.com,1
raweahug.ru,1
pornleak.net,0
emqcagmscqqaaquw.org,1
docuenvopuw.ddns.net,1
fashionbrainacademy.com,0
mirrorwellfinanceconcern.com,1
willteresa.blogspot.com,0
kfurfsnkzakz.com,1
olfewmhhagan.com,1
minikago.com.tr,0
kusisueaeiegmeic.org,1
autocasion.com,0
urbancinefile.com.au,0
esteticabodyplan.com.br,0
xuping.com.cn,0
revistapazes.com,0
instascreen.net,0
essen-retail.ru,0
charlotteelisabeth.net,1
quamcontimmospirituwitte.com,1
xgirls.com,0
irwccegtrww.com,1
faceteste.com.br,0
vcmqswqt.com,1
humarobotics.com,0
topnewsrustoria.ru,0
popkisiskipiski.com,0
hxsq7777.com,0
zoai.ru,1
juuls.tumblr.com,0
abe-global.com,0
armdpidvchlgpyqgc.com,1
wuhpzndzn.dyndns.org,1
xfotze.com,0
pneus-online-suisse.ch,0
gqyuyiooowgoucqi.org,1
ivitsajkbjfjch.org,1
podag.co,0
4smery.cz,0
qnyholaa.com,1
robertszewczyk.com,0
snsnfliebxtlhmevki.eu,1
baxijifo.ru,1
op1tw6yhm27vw83.ddns.net,1
krjmjrltbw.com,1
skithewhites.com,0
acmemcdkdaflcbnf.com,1
soundbuckets.com,0
lapqgbqfdefnkglk.eu,1
nqm29gznvi25hwewk27c49lqg43h44m19d30grdt.info,1
rsadrtrldxywuwe.com,1
4ykiwqkqgqo2.top,1
jbivmyvojqjk.in,1
tarashenegar.ir,0
radetali.ru,0
pornotsontes.com,0
eeqcfehinulw.com,1
appsazan.com,0
katawa-shoujo.com,0
semeistvo.bg,0
xxxbilder.ga,0
strokesplus.com,0
ketsci.com,0
aesekwsoeaickqmm.org,1
granvillechamberlain.net,1
vradfuchimxjxdx.info,1
zgkikm.wroc.pl,0
qekuveg.info,1
pfavoaogdsnqsplu.eu,1
dunxhcqeoyjtvrnub.pw,1
utcdtiismdln.pw,1
puvowog.info,1
fogaxew.net,1
clickfrenzystore.com,0
cassandrakristina.net,1
walmnpmfofgglj.com,1
withinhealth.net,1
mecum.com,0
pinla.com,0
seomatik.pl,0
igs-deidesheim-wachenheim.de,0
skikdashop.com,0
bdcbcbcelabbfbem.cc,1
4zlph8g36nag4r846o.cn,1
tchriscalumodovenviris.com,1
cscapitale.qc.ca,0
dwhclhpenyprtrxwo.cc,1
steepedtea.com,0
achatpublic.com,0
dhegtifox.cc,1
pmildmna.nf,1
swingersobtained.tel,1
howardbuickgmc.com,0
oyvelxohhcplmvti.eu,1
arquivoconfidencial.blogspot.pt,0
qecdxbpmy.net,1
imagingcraft.com,0
sicknice.net,1
yaaiyacsqyumkuqk.org,1
flierproblem.net,1
cnpowder.com.cn,0
flyzy2005.com,0
kcufqpxymucp.space,1
driversoft.biz,0
byzsaexsas.com,1
pgojydtxofch.net,1
nw77.com,0
fcbbvsgclmpo.ru,1
mikakunin.jp,0
agq0qcqse0y8.org,1
issamuwgo.com,1
yakoqecuogmyyeum.org,1
makro.com.ar,0
ocesgcqoumygiyge.org,1
fkdgrypa.am,1
starwindsoftware.com,0
y23ljnkz3uzcgqchrw.net,1
inlqiqiivmpx.com,1
aou864q82gqg.net,1
lalineob.ru,1
miramarcaribe.com,0
tony-photos.sh,1
chkwtdxnwi.com,1
iymaaiiugkeq.info,1
hljxbsmnxvrgniaejgyno.nf,1
xajqygn.org,1
myqcloud.com,0
melgcnurof.com,1
gatherrealize.net,1
sportwebsites.ir,0
pupyteg.com,1
dpwbaekxkrvvvtmsa.tw,1
consol.de,0
oboi-store.ru,0
rkdnpafhmqtg.com,1
bpnfichjd.com,1
kr-admin.gov.ua,0
mabklnabnnondnbf.website,1
wdqtcwokvbbjxu.ru,1
qiolgmeino.com,1
pozvokso.ru,1
spokeninkjet.net,1
kfcturkiye.com,0
averagestringcakeborderavoid.com,1
anatomiafacil.com.br,0
bscggv.com.hn,1
weizhang8.cn,0
cda8w03hehwxadw.ddns.net,1
ihtiobihcii.ddns.net,1
gossipsinhalanews.com,0
cicaieqyaeciagmk.org,1
bimmer-tech.net,0
52axmn5xqfkhc6q.ddns.net,1
uayuzlrmtn.com,1
usenet-browser.net,0
feeltech.it,0
qtiayfxlabnixihm.eu,1
yakyyccquusiiass.org,1
7k8yl35n8ijix1x6xy.com,1
wifiowroolevmi.ddns.net,1
appsraid.com,0
sportsdoctor.eu,1
shvcswhuqlffqeimryxwhjnh.net,1
amerisbank.com,0
lockbottlefitcloudgrowignore.com,1
mofidbourse.com,0
happytango.com,0
yrrpiylynkve.biz,1
jsbys.com.cn,0
webservis.com.tr,0
casetear.net,1
reprocell.com,0
niitdiginxt.com,0
icbseresults-nic.site,0
kemilyx.info,1
2oik60ywagaw.net,1
our-microsoft.com,0
reminderjason.tk,1
ecigmods.ru,0
lhmirpgebaooetcg.eu,1
rstpyrdpnoasguv.com,1
myyqyvgipy.com,1
archiver.co.uk,0
wsp-entertainment.de,0
highlandder.com,0
tenonedesign.com,0
hamangiu.ro,0
faultlinebar.com,0
drweb.co.jp,0
myearthcam.com,0
linetw.blogspot.com,0
mqbkhlimrgliatbw.eu,1
gatyhab.com,1
8e0qs6sy0e06.org,1
sosieeuangeliciomn.com,1
cta-perception.com,0
glanvillecharisma.net,1
skxxerflmw.com,1
tugfupmu.ru,1
ndjboirblxfr.ru,1
lax.fm,0
pozweisu.ru,1
vidadeturista.com,0
master-tao.com,0
jfwsmuuhhfxses.biz,1
glgijml.net,1
tjklrihkpcyy.cc,1
uyduca.net,0
outsystemscloud.com,0
mp3yox.com,0
zpxkvojhsn.com,1
hqplrstore.com,0
meetingking.com,0
w6c68ec2wuou.net,1
onebigtorrent.org,0
afsonlineshop.com,0
boikatbeepgoex.ddns.net,1
byzqx.com.hn,1
dnncnbffmfaocffo.net,1
upskirt-ranging.in,1
comunicacionledesma.com.ar,0
esergimlohw.com,1
waroddafan.com,1
freerelevantlinks.com,0
izooto.com,0
listnamesailcupreasonhelp.com,1
telljamba.com,0
prognos.com,0
3cpjs.com,0
rollinfreshnw.com,0
temperancejessalyn.net,1
striptisersha.livejournal.com,0
lbhpxozpvvohmfizpojxfexgq.com,1
subcommittee-digest.yt,1
wk4c22kruzt7amgq3d.com,1
cfpjio.com.mx,1
maruse-italy.com,0
